corriente_A,corriente_B,corriente_C,temp_estator,temp_rotor,carga_mecanica,velocidad,vibracion,deslizamiento,estado
8.529892031651746,8.35807131621103,7.9876571518535355,85.08678461315695,104.07787328256005,60.960569836134795,1766.937528157278,2.0724263766583233,0.018368039912623424,Normal
7.354484273075662,7.824662831370847,7.5994161212123235,73.21155260671294,84.8944721350398,53.340828385945784,1763.0666069788365,1.6070849992850134,0.020518551678424243,Normal
8.608724144073962,8.120121376054373,7.985608252122599,74.77035495284015,88.23630743209031,62.77226245720831,1744.2389720862252,1.5136303908021924,0.030978348840986096,Normal
8.948946501163466,8.994916303825109,8.280308620325473,75.35217072478781,99.39497086082312,73.2763582768963,1746.210668177758,1.798818939906167,0.02988296212346772,Normal
8.28940443225659,8.233769347613933,7.934202049227993,68.16101272243193,79.55707403271248,52.19015950331997,1755.3009829530836,1.740435382116275,0.024832787248286817,Normal
9.313757068790647,8.132505583709303,7.928414183842718,70.19897772700185,95.67713043690557,52.19035651660983,1753.3104856803536,1.6413701827354537,0.025938619066470256,Normal
7.458347560627499,7.148100701314056,7.408605818535271,77.26534145414588,92.82453492934945,73.9505537860887,1736.6016255006466,2.04373560660985,0.0352213191663074,Normal
7.128741707682008,8.622377496219054,7.435969357714336,77.96287128593619,98.77916721845361,64.20921674983491,1763.518627999236,2.1343568229996785,0.020267428889313363,Normal
6.754895825767005,8.551838926798752,6.918176309740215,65.71272653050619,82.48409312921213,49.366307368780575,1747.1217977111514,1.8309424102021465,0.029376779049360306,Normal
9.047231018042428,9.614278306313821,9.124703720230858,84.84795280692714,106.5607120222682,61.51072052303158,1757.9115741950482,2.3171355283693416,0.023382458780528848,Normal
8.45805595944784,7.884555235532899,7.029295735226101,71.57118902171999,84.95830274665099,49.43898768625046,1758.134609326472,1.4004088100532732,0.02325855037418224,Normal
7.961090730362682,8.253405229364757,7.414966361542866,74.4118480538395,92.53033592024546,49.411242957156915,1739.1776133313845,1.7322191892520986,0.03379021481589752,Normal
8.195978038423874,8.274568578597528,7.397114914101563,82.10389229236009,100.3346018376907,57.90354725879241,1743.1140045745724,1.5491121877890184,0.03160333079190424,Normal
7.2121576668911365,9.204217295834432,8.52644706386111,75.94891316867773,87.8202238808797,32.04063706410643,1743.2854612415908,1.146712184024429,0.03150807708800511,Normal
9.712026385731779,8.033293127329133,7.693535225195581,72.32260422527341,95.36558836255043,34.300986009843605,1736.2011051769775,1.7710617599550553,0.035443830457234635,Normal
8.09045482738266,8.295315068039237,8.773419450871614,71.98899654048344,86.87386168186107,48.25254964910833,1754.6975446804884,1.7573883720658507,0.025168030733062074,Normal
8.076576356223425,8.525527556801578,7.428556563029292,64.54385977776252,83.40605322810447,42.84602655598691,1745.1798772133525,2.3297074101347457,0.030455623770359715,Normal
8.508036636729084,8.230626386209451,8.095295913556662,74.15850894766335,86.8981733959899,58.77096799114329,1759.4678412949459,2.020784089594172,0.022517865947252354,Normal
8.3367064622157,7.78749646981463,7.31525706271817,71.78412970157817,75.97555786734235,44.10371109374547,1750.3320045241665,1.4415346114847782,0.027593330819907537,Normal
8.156718816995392,8.235862995028816,9.401604389441372,70.57334175170075,88.78780765541795,38.05235558397651,1756.8740599828948,2.448932398216966,0.023958855565058525,Normal
7.446667881188282,8.85154222490184,7.068681106679342,77.13883567534265,108.07819999461158,72.58778522705865,1753.603258104105,2.2273617934338734,0.025775967719941745,Normal
8.330027849995197,7.381439290412257,8.11687449715892,74.9022967970349,97.79280010255341,52.29068439416157,1746.4297388337084,2.0037341962140154,0.02976125620349531,Normal
9.317417147532524,8.193078771902814,8.343643816652468,76.89501399393814,92.93851989453712,55.81033845625509,1766.782377838562,1.7207305654025589,0.01845423453413222,Normal
8.941794032308485,7.609915429542578,8.189659368216049,70.56160077923676,88.85993385819347,37.90302176543852,1724.8696232301293,1.464196267146782,0.04173909820548369,Normal
9.115230638647578,8.936532640247389,7.770298638785604,77.10669709862123,92.94559889277225,48.467407305697805,1769.4866502935956,1.6697276283751314,0.016951860948002384,Normal
7.642149026498171,7.033769166651357,7.809125510186602,75.38841074961005,94.98254837038186,56.33107107651839,1772.4843160241433,2.181062016896465,0.015286491097698144,Normal
7.307276625818993,7.708754706909888,7.930668030385377,67.1180767562745,82.26858691738629,41.188077070932366,1738.323203421599,2.459605207077113,0.034264886988000544,Normal
7.911949155930246,8.364048312545163,7.7970985988600585,81.84782559057,107.61180700092773,59.508376220148065,1743.6000572069338,2.340135234895266,0.03133330155170349,Normal
8.039007438602086,9.195866820464039,8.574715381756437,75.90041477901357,97.43698145942435,47.79233572097434,1746.012674634449,1.6289027023748042,0.029992958536417244,Normal
8.765934062929665,8.053974817248909,9.447366101113946,77.61722163519644,98.55574271245345,51.49967500248068,1745.9518246665943,1.4081338983488463,0.03002676407411424,Normal
6.815274759199626,7.7113603313147605,7.5097557504945165,74.34593314255534,94.1987450056774,47.77952065324724,1755.1763535289956,1.8493101864189214,0.024902025817224685,Normal
9.07068522362243,9.416809948608412,6.941137914294646,82.04338731319226,96.65635372847102,77.22733821410725,1767.9204629493959,1.181046222053002,0.017821965028113347,Normal
7.8893944709947075,7.0863902697086285,7.838202566154122,77.58110978557183,98.91127888910599,54.83803330314479,1753.9084143620103,1.9131086999646736,0.025606436465549814,Normal
7.701183251036806,6.560835830365942,9.705796536358022,74.12307417009286,93.50238143964961,42.3074688525292,1764.7511286457743,1.748339094795466,0.019582706307903108,Normal
7.291526937317883,8.408010115037332,7.337427802421189,73.4071029942979,90.12435608388347,64.87053894523827,1740.9582758387844,1.6368872243461152,0.03280095786734201,Normal
6.841600329693962,7.748562042953171,9.047381763810847,73.64988105640043,86.54730055663138,40.34987620034774,1757.1176262936308,1.2418539264566215,0.02382354094798289,Normal
8.57621940877334,7.385137028008501,9.07439056985351,72.48818674433241,89.85208036169945,57.50636314005706,1766.8871596338122,1.9797600372994009,0.018396022425659908,Normal
8.051322577031883,8.595849513109547,7.512488230804404,71.70358776205717,96.00384608468413,31.483958513442694,1759.627956119803,1.613554706118331,0.022428913266776054,Normal
7.097027370181262,8.270660499639838,8.298288155429693,71.8751011371192,82.6676685540105,39.06176741321883,1749.053787058431,1.3905291075013992,0.028303451634204994,Normal
7.093444859555468,7.70514495848429,9.039877636189978,74.68814494907814,81.2639382952622,57.36233483042948,1763.117633560377,0.7947082253514228,0.020490203577568204,Normal
7.76495071049691,7.203786920930374,7.63461058130876,74.61184550316668,91.76468773278397,63.86159895994493,1766.8399736961567,1.7903697832322774,0.01842223683546855,Normal
9.168315067702576,8.710720129796101,7.757493747928347,70.21569596958734,90.09785062815213,57.05641937427965,1751.4909041545163,2.4202880588344104,0.0269494976919353,Normal
7.818286054045477,8.555140824571062,7.49282336023595,72.68588371495737,93.0733779294629,53.612220611341115,1751.4724813760345,2.3814407250917546,0.026959732568869785,Normal
6.947799932817325,8.030576895354432,7.189670288514994,72.70052196989481,90.28233545544833,51.386755652928535,1762.2999817253442,1.6400163101948049,0.020944454597030964,Normal
7.827979855139839,9.392645897233365,7.445505718453796,73.58958459851016,88.7451103460912,37.25773611559087,1761.782951600904,1.5892257788733768,0.02123169355505342,Normal
7.809093501176631,7.350940663571693,7.0432418132664205,67.3585855183156,93.14145339207454,46.3618694992635,1751.65848090205,1.9640709896262583,0.02685639949886109,Normal
6.1121793499409005,7.0321323803526825,7.923858427781458,75.65420048508071,82.12602141053746,49.47233474848255,1775.8524145175616,1.4505650962840981,0.013415325268021408,Normal
7.961993593437532,7.615664351083129,7.361018738258951,72.7743417472957,84.4408648501153,67.68546671462698,1775.2674783510224,1.905627164936813,0.013740289804987559,Normal
7.838345828853925,8.068089788551152,8.063650138253523,79.88215293140905,96.6220781248773,59.12341947482154,1765.345596786035,2.0681280974346414,0.019252446229980513,Normal
8.487344455369392,8.270337614525884,6.810873047657461,72.65411386080336,82.8732004659741,33.843518135647194,1758.0736389846506,2.2294266283595077,0.023292422786305222,Normal
9.294269266461741,7.931134759500568,8.13161616255012,75.13400437329996,92.14428825065038,58.88900763273754,1750.5229310553889,1.7649460732320166,0.02748726052478404,Normal
8.78859552068343,8.346438777560007,8.483470273126247,83.6195716351404,111.39183514101443,50.3790126350042,1733.7548704759265,1.728714187438062,0.036802849735596416,Normal
7.811777916611619,7.223922403066689,6.504385050199982,65.94740928749238,83.96644865136167,46.8769359963285,1742.649701425891,1.4927060946352038,0.03186127698561616,Normal
7.22543186388083,9.11063522285128,8.161839598893302,80.92851928012846,98.58136957861548,62.34011546609042,1757.3031148314733,1.510591876086049,0.023720491760292586,Normal
9.801351862274903,8.042494175125201,8.759368294731305,84.82669306146295,95.81653658215667,67.37199426995141,1755.2738333937987,1.7207323878344656,0.02484787033677849,Normal
8.041452903810141,8.88210708211169,7.053251286916156,74.59971183324585,87.97428070464987,66.17536142939439,1769.4364228507843,1.9285779273856622,0.01697976508289753,Normal
8.009750504339062,8.339907742464392,9.070800670786392,80.85639931237691,97.38907142863677,44.929389721328334,1755.2665891582906,2.1197546191816374,0.02485189491206088,Normal
7.983112439022998,8.419727253407649,8.193313306556233,74.3870423418156,89.1356830463227,51.28945148978543,1759.1566844004499,1.5188873672618795,0.022690730888638894,Normal
8.138659332537499,8.498837096162543,7.406491700969114,77.22602182653206,103.10179032601809,58.97516117684277,1750.3528527311316,2.3224409991358326,0.027581748482704716,Normal
7.89894771165324,8.41339599201212,7.860961645639606,78.6679849387888,97.53952655467737,66.70654152546831,1766.9121255871535,1.705106739635101,0.018382152451581417,Normal
7.598436595183834,8.549905931907281,8.290828838765206,74.28403241045666,86.99366165781731,49.24990914585652,1747.521410194927,1.7925214469780475,0.02915477211392938,Normal
7.617198741131726,9.030406771092702,7.9532037739886885,78.90323479891524,99.1506352802341,52.772092280034194,1732.9285596527627,1.5384759122982619,0.03726191130402062,Normal
7.977072710848801,8.237564818791029,8.277129194712458,76.70717585586873,94.2059145295073,41.72398031192766,1756.5661461377788,0.9515159089044706,0.02412991881234514,Normal
7.619602660206365,8.596302630311959,7.255528484844444,65.0525485811592,89.73812314202183,40.64552051103195,1749.2153512017753,2.1094158887263674,0.028213693776791532,Normal
7.501007952125985,8.037185013998942,8.018552576825256,81.71096110228764,108.8695789023441,64.75030986873037,1745.06192651936,2.0578953639823516,0.0305211519336889,Normal
8.074501159384328,9.10808205081463,6.910399852166514,71.69728905523321,83.30835961060242,71.27488034284988,1760.7775747951562,1.7015353550086254,0.02179023622491331,Normal
7.821515947805401,7.626525388558511,7.82214175705591,78.3502082064182,92.22426472705388,54.13587854103599,1751.77306826193,1.8234467510287051,0.026792739854483334,Normal
9.052795092007882,9.360658303037571,7.2672646509746475,84.10336113171587,95.8792253276186,67.04239477470429,1754.8186694287422,1.980578726196435,0.02510073920625436,Normal
6.144321134124892,8.07188943454896,7.385129040187164,68.67896493113273,83.65822427775932,59.33963230057161,1753.593464180897,1.2531089500897101,0.025781408788390654,Normal
8.764054796345723,7.098457428517366,8.765265222647306,73.05846894508109,91.29865510476152,47.25856294473851,1766.1313408875187,1.6148315629287968,0.01881592172915627,Normal
8.87225963474834,8.189673090437552,8.663917084415989,73.84387225945015,97.13421887935793,59.336747266100964,1754.6470534906712,2.0779926378676397,0.02519608139407154,Normal
6.548626837314296,7.623263839767583,8.326396684635025,75.8603055205863,92.50846430706126,73.45643879759163,1747.8288246060656,1.3609987018907628,0.0289839863299636,Normal
7.760118684143756,8.688450484292106,7.135381064729195,73.46348224745529,91.78157819992923,54.57008753068058,1734.1035320477515,1.9027452762583204,0.03660914886236034,Normal
7.739991393802946,7.643163214488326,7.678514085213639,80.6097194374085,98.96040921968397,73.77572386976807,1741.1865001043732,1.3251963683818082,0.03267416660868166,Normal
7.014741813697525,7.787671596749654,8.749168389985428,74.31458917352589,91.23655878697727,23.56305875092307,1723.9941726118334,1.9632504938517343,0.04222545966009245,Normal
7.455528318686388,6.777321488338128,7.999201839547934,80.41864340493541,107.26642787019895,64.86283005250269,1766.049804905588,1.7875254811958807,0.018861219496895607,Normal
7.222596908173919,7.783385576525646,9.523530677987186,73.9100662338178,83.08507363551789,56.044564818858056,1742.4385828312222,1.234703864433072,0.031978565093765426,Normal
9.226589310396536,6.40328447135973,8.17532248757606,73.57050523583655,93.43966518594644,51.41191179440959,1752.359875117368,2.20765877406001,0.026466736045906814,Normal
8.654974875203223,6.991268023559993,8.034434381543022,68.35997506348745,98.451422638207,56.101129318426025,1723.4668377616654,1.5428929481206828,0.042518423465741376,Normal
8.890088566495912,8.632290259301008,7.68361847505825,69.31096745956052,84.926969763175,31.149173024789285,1766.6394953091142,1.5164116470449667,0.018533613717158788,Normal
8.505170444830265,8.650060111055582,7.993478633347598,80.1399468943565,95.71711007989504,52.36393734594986,1767.0919945274034,1.87019921903083,0.018282225262553794,Normal
7.20966376014794,8.397820293249476,7.79327111453362,81.77465099470426,97.78996307365288,59.28535085814096,1763.6312540943939,2.2020230723000505,0.020204858836447823,Normal
7.632835813604158,7.423116699809551,8.395676073682013,72.86025185944324,85.44437822502626,72.73472853689819,1785.5840984300612,1.444462363357561,0.008008834205521547,Normal
8.342562192859543,8.066602050700613,8.56969162175621,73.05056338798474,96.75816478299811,48.78075738071623,1762.570872312203,1.8215879474467902,0.020793959826553913,Normal
7.144510533775638,8.097478222636601,7.349807377644436,71.66430589305347,77.47208547409257,45.29807676528175,1765.9315103263732,1.9500857751157006,0.018926938707570416,Normal
8.499098901120671,7.28914471756522,6.968136932509556,73.76159811931673,99.86457717344197,48.97891547698556,1752.8343294747426,2.0425869625421003,0.02620315029180966,Normal
7.831772221289306,9.152378811237005,6.614656238827693,73.53067703826498,84.61593260530505,65.9848254124249,1750.0787139488089,1.861754544347029,0.027734047806217278,Normal
7.737625434715282,8.71415360340297,8.255593928838781,78.60235233286686,97.151089412864,58.94501331591621,1727.983139915291,1.6715402563208372,0.040009366713727096,Normal
8.497671977742444,7.945325078319235,7.127643375678289,71.71650511845014,87.667854927709,48.64287755479553,1741.313896730121,1.5103434227729482,0.0326033907054884,Normal
8.310984318040228,8.118820087296172,6.392976584933263,74.85970449301996,94.59615058310514,61.15920919736027,1763.3074126415386,1.8301503590662311,0.020384770754700778,Normal
7.747323683926644,8.245867965563287,8.172005023171675,77.90407361731127,85.10903849940499,56.16493059217648,1767.9371712674165,1.4247513458050376,0.017812682629213136,Normal
8.811530862354974,6.670785592102996,9.645099662202954,78.84602267323196,96.54232613678633,66.62373988639467,1747.9163639303065,0.7775273307768875,0.028935353372052046,Normal
7.243255670680072,7.926975832235581,7.895750361922075,70.85493211724643,97.0431730236455,46.575362873471775,1774.0113581810972,1.9527959314551837,0.014438134343834863,Normal
8.431154924860985,7.6226110264015405,8.48694354211615,74.83870923925849,89.08599598338918,51.06805424082678,1728.6269937716975,2.1163771943801684,0.039651670126834834,Normal
8.415170880577868,7.398865993073559,7.957280550983296,73.80992995695053,91.68118078201016,50.29470216241411,1738.0160622616136,0.9729736475603566,0.034435520965770294,Normal
7.783317492480207,7.903229794979831,7.8307772427662,70.04737466412601,82.61231474549646,37.43782062241458,1761.7561293903077,1.446594253351522,0.021246594783162362,Normal
8.228293115569482,9.358380568794665,8.543353538091438,77.60247002956814,95.41176351442755,58.55344332477491,1779.6691372189086,2.0167039913518194,0.011294923767272981,Normal
7.124220496530288,8.548590002886906,7.696807819067945,81.45998460667526,103.0616452728697,58.13266326615867,1735.5042378120181,2.5201234143990945,0.035830978993323305,Normal
8.64681891344483,7.700174707152042,8.087174619850332,78.10466929601246,92.29267520714905,55.06136147970953,1756.6493737716376,1.8072777976863927,0.02408368123797906,Normal
7.870568504489908,8.50080794694931,8.12518846433721,74.24035274644318,95.28872677763577,52.18495439949824,1737.1754451075822,1.545198970569803,0.0349025304957877,Normal
7.6340938856366725,9.079548805610202,7.432336682449867,75.21552402189658,99.30205022988368,38.015551095395026,1777.959758286639,1.735986245613306,0.012244578729645064,Normal
8.734306458085822,8.747243578038939,8.594429644675566,75.68570240614986,92.75546230522515,49.95225612681569,1763.6310003305343,2.281206746701865,0.02020499981636982,Normal
7.506959416620068,8.141741258944121,7.777528170313214,78.5254583994268,99.03875414221983,50.887425801678766,1754.9244907240582,1.5739125373064127,0.025041949597745465,Normal
7.0140770925455085,7.647144255606098,7.3709783883550095,72.55310286684872,82.91118196599687,45.372672769340575,1754.3234794497878,1.5202827976724114,0.025375844750117938,Normal
6.910359578533267,8.588756319529512,8.275556890499283,74.23699981896311,85.87363500420457,53.06457146000789,1761.480942789301,1.6310397672362886,0.021399476228166053,Normal
8.424206965941949,8.375439769795225,7.271072412746275,78.05319514203954,97.9178683979283,59.84861028177446,1746.030960974196,1.4663349871094509,0.02998279945877999,Normal
7.103699453252602,8.726635254019412,7.91972681015839,72.77406819375258,96.31749182779637,77.63423081452636,1770.3737341831093,1.8429346105981785,0.016459036564939244,Normal
